/2051921/data_euscreenXL_6226;????????? ??????, ???????? ??????;greece;;;Music Library of Greece of The Friends of Music Society;12.12.2001;OINOCHOE, with broad case and trefoil mouth, painted black and decorated with incised lines, Interview;image;;Greek, Modern;;EUscreenXL;;;Drama;"Interview (tavern & quot; The Tangle of Flavors & quot;) with Dimitris Gouda";"Interview (tavern & quot; The Tangle of Flavors & quot;) with Dimitris Gouda";interview;;spoken word
/2059206/data_sounds_http___epth_sfm_gr_card_aspx_mid_1536_;" ???????? ???? ??? ?????????????? ???????? &apos;??. ????????????&apos;,  Marika Rombou-Levidi - ThRP Research Team";greece;;;Music Library of Greece of The Friends of Music Society;05.12.1995;Diatonic, E mode Hassápikos 2;;;;;Europeana Sounds;;;"Nea Vyssa, Prefecture of Evros, Hall Cultural Association & apos; St.Karatheodoris & apos;";Dance;;Interview;;spoken word
/2059206/data_sounds_http___epth_sfm_gr_card_aspx_mid_1539_;" Marika Rombou-Levidi - Rena Loutzaki,  ???????? ???? ?????????????? ???????? &apos;??. ????????????&apos;";greece;;;Music Library of Greece of The Friends of Music Society;05.12.1995;Diatonic, D mode Zonarádikos 6;;;;;Europeana Sounds;;;Nea Vyssa, Prefecture of Evros, ??????? ????????;Dance;Ntontorou;Interview;;spoken word
/2059206/data_sounds_http___epth_sfm_gr_card_aspx_mid_1541_; ???????? ??? ????? ????? ??? ?? ??????? ?? ??????? ??? ?????,  Marika Rombou-Levidi - Rena Loutzaki;greece;;;Music Library of Greece of The Friends of Music Society;05.12.1995;Diatonic, D mode Karsilamás 9;;;;;Europeana Sounds;;;House Maria Chousidou, Nea Vyssa, Prefecture of Evros;Dance;pidihtos;Interview;;spoken word
/2059206/data_sounds_http___epth_sfm_gr_card_aspx_mid_1542_; ???????? ??? ????? ????? ??? ?? ??????? ?? ??????? ??? ?????,  Marika Rombou-Levidi - Rena Loutzaki;greece;;;Music Library of Greece of The Friends of Music Society;05.12.1995;Diatonic, E mode Karsilamás 9;;;;;Europeana Sounds;;;House Maria Chousidou, Nea Vyssa, Prefecture of Evros;Dance;;Interview;;spoken word
/2059206/data_sounds_http___epth_sfm_gr_card_aspx_mid_1543_; ???????? ??? ????? ????? ??? ?? ??????? ?? ??????? ??? ?????,  Marika Rombou-Levidi - Rena Loutzaki,  ????? ???????? - ??????? ???????? - ????????? ????????????? - ????????? ?????????? - ???????? ???????;greece;;;Music Library of Greece of The Friends of Music Society;05.12.1995;Dance song   Diatonic, C mode Hassápikos 2;;;;;Europeana Sounds;;;House Maria Chousidou, Nea Vyssa, Prefecture of Evros;Iambic, 13-syllable line, , Dance, Modern folk, Dance song, Satirical;I'll take two;Interview;;spoken word
/2059206/data_sounds_http___epth_sfm_gr_card_aspx_mid_1556_; Marika Rombou-Levidi - Rena Loutzaki,  ???????? ???????,  ??????? ???????;greece;;;Music Library of Greece of The Friends of Music Society;06.12.1995;Dance song Solo  , C mode Syrtós 7;;;;;Europeana Sounds;;;????, Soufli, Prefecture of Evros;Folk demotic, Game, Dance song, Dance;"Kirk & apos; Li p & apos; Lucky";Interview;;spoken word
/2059206/data_sounds_http___epth_sfm_gr_card_aspx_mid_1557_; ?????????? ????????,  Marika Rombou-Levidi - Rena Loutzaki;greece;;;Music Library of Greece of The Friends of Music Society;06.12.1995;Diatonic, F mode Zonarádikos 2;;;;;Europeana Sounds;;;Hotel Orpheus, Soufli, Prefecture of Evros;Dance;N aradiasteite stou Khoury;Interview;;spoken word
/2059206/data_sounds_http___epth_sfm_gr_card_aspx_mid_1558_; ?????????? ????????,  Marika Rombou-Levidi - Rena Loutzaki;greece;;;Music Library of Greece of The Friends of Music Society;06.12.1995;Diatonic, C mode Zonarádikos 6;;;;;Europeana Sounds;;;Hotel Orpheus, Soufli, Prefecture of Evros;Dance;Sultana;Interview;;spoken word
/2059206/data_sounds_http___epth_sfm_gr_card_aspx_mid_1560_; Marika Rombou-Levidi - Rena Loutzaki,  ?????????? ????????;greece;;;Music Library of Greece of The Friends of Music Society;06.12.1995;Diatonic, C mode Zonarádikos 2;;;;;Europeana Sounds;;;Soufli, Prefecture of Evros, Hotel Orpheus;Dance;Len HpaI May;Interview;;spoken word
/2059206/data_sounds_http___epth_sfm_gr_card_aspx_mid_1561_; Marika Rombou-Levidi - Rena Loutzaki,  ?????????? ????????;greece;;;Music Library of Greece of The Friends of Music Society;06.12.1995;Diatonic, D mode Dachtiris 2;;;;;Europeana Sounds;;;Soufli, Prefecture of Evros, ?????????? ??????;Dance;Ntachtiri;Interview;;spoken word
/2059206/data_sounds_http___epth_sfm_gr_card_aspx_mid_1562_; Marika Rombou-Levidi - Rena Loutzaki,  ?????????? ????????;greece;;;Music Library of Greece of The Friends of Music Society;06.12.1995;Diatonic, D mode Papísios 2;;;;;Europeana Sounds;;;Soufli, Prefecture of Evros, Hotel Orpheus;Dance;Adam lad or pappisio;Interview;;spoken word
/2059206/data_sounds_http___epth_sfm_gr_card_aspx_mid_1564_; Marika Rombou-Levidi - Rena Loutzaki,  ??????? ??????????? - ????????? ????????? - ????????;greece;;;Music Library of Greece of The Friends of Music Society;06.12.1995;Diatonic, C mode Zonarádikos 2;;;;;Europeana Sounds;;;Soufli, Prefecture of Evros, ????;Dance;Sultana Souflioutouda;Interview;;spoken word
/2059206/data_sounds_http___epth_sfm_gr_card_aspx_mid_1565_; Marika Rombou-Levidi - Rena Loutzaki,  ?????????? ????????;greece;;;Music Library of Greece of The Friends of Music Society;06.12.1995;Diatonic, D mode Zonarádikos 6;;;;;Europeana Sounds;;;Hotel Orpheus, Soufli, Prefecture of Evros;Dance;Pity mother'm mekanes;Interview;;spoken word
/2059206/data_sounds_http___epth_sfm_gr_card_aspx_mid_1566_; Marika Rombou-Levidi - Rena Loutzaki,  ?????????? ????????;greece;;;Music Library of Greece of The Friends of Music Society;06.12.1995;Diatonic, D mode Zonarádikos 2;;;;;Europeana Sounds;;;Soufli, Prefecture of Evros, ?????????? ??????;Dance;Lianochortaroudia;Interview;;spoken word
/2059206/data_sounds_http___epth_sfm_gr_card_aspx_mid_1568_; ?????????? ????????,  Marika Rombou-Levidi - Rena Loutzaki;greece;;;Music Library of Greece of The Friends of Music Society;06.12.1995;Diatonic, C mode Zonarádikos 2;;;;;Europeana Sounds;;;Hotel Orpheus, Soufli, Prefecture of Evros;Dance;Sultana;Interview;;spoken word
/2059206/data_sounds_http___epth_sfm_gr_card_aspx_mid_1575_; Marika Rombou-Levidi - Rena Loutzaki,  ??????? ???????;greece;;;Music Library of Greece of The Friends of Music Society;06.12.1995;Diatonic, F mode - Diatonic, D mode Zonarádikos 2;;;;;Europeana Sounds;;;Soufli, Prefecture of Evros, ????;Dance;N aradiasteite dance;Interview;;spoken word
/2059206/data_sounds_http___epth_sfm_gr_card_aspx_mid_1576_; Marika Rombou-Levidi - Rena Loutzaki,  ??????? ???????;greece;;;Music Library of Greece of The Friends of Music Society;06.12.1995;Dance song Solo  Diatonic, E mode Zonarádikos 2;;;;;Europeana Sounds;;;Soufli, Prefecture of Evros, ????;Trochaic, 8-syllable line, , Dance song, Folk demotic, Dance, Love;One year and one month;Interview;;spoken word
/2059206/data_sounds_http___epth_sfm_gr_card_aspx_mid_1578_; ????????? ????????? (???????),  ???? ??????,  Marika Rombou-Levidi - Rena Loutzaki;greece;;;Music Library of Greece of The Friends of Music Society;08.12.1995;Diatonic, D mode Synkathistós 7;;;;;Europeana Sounds;;;????????, Asvestades, Prefecture of Evros;Dance;Sygkathistos;free discussion;;spoken word
/2059206/data_sounds_http___epth_sfm_gr_card_aspx_mid_1588_; Marika Rombou-Levidi - Rena Loutzaki,  ?????? - ????? ?????? ???,  ????????? ????????? (???????);greece;;;Music Library of Greece of The Friends of Music Society;08.12.1995;Diatonic, D mode Synkathistós 9;;;;;Europeana Sounds;;;???????, Asvestades, Prefecture of Evros;Dance;Sygkathistos;free discussion;;spoken word
/2059206/data_sounds_http___epth_sfm_gr_card_aspx_mid_1589_; Marika Rombou-Levidi - Rena Loutzaki,  ???????? ??? ?????? - ????? ?????? ???,  ????????? ????????? (???????);greece;;;Music Library of Greece of The Friends of Music Society;08.12.1995;Diatonic, D mode Baidouska 5;;;;;Europeana Sounds;;;"Cafes & apos; virus, Asvestades, Prefecture of Evros";Dance;Baintouska;free discussion;;spoken word
/2059206/data_sounds_http___epth_sfm_gr_card_aspx_mid_1632_; Marika Rombou-Levidi - Rena Loutzaki,  ??????? ????? - ????? ????? - ????? ????????;greece;;;Music Library of Greece of The Friends of Music Society;03.04.1996;Diatonic, G mode Baidouska 5;;;;;Europeana Sounds;;;Pentalofos, Prefecture of Evros, ???? ?????????;Dance;Baintouska;Interview;;spoken word
/2059206/data_sounds_http___epth_sfm_gr_card_aspx_mid_1633_; Marika Rombou-Levidi - Rena Loutzaki,  ??????? ????? - ????? ????? - ????? ????????;greece;;;Music Library of Greece of The Friends of Music Society;03.04.1996;Diatonic, D mode Dachtiris 2;;;;;Europeana Sounds;;;Pentalofos, Prefecture of Evros, ???? ?????????;Dance;Ntachtiris;Interview;;spoken word
/2059206/data_sounds_http___epth_sfm_gr_card_aspx_mid_1634_; Marika Rombou-Levidi - Rena Loutzaki,  ??????? ????? - ????? ????? - ????? ????????;greece;;;Music Library of Greece of The Friends of Music Society;03.04.1996;Diatonic, G mode Zonarádikos 2;;;;;Europeana Sounds;;;???? ?????????, Pentalofos, Prefecture of Evros;Dance;Ntelmperaki;Interview;;spoken word
/2059206/data_sounds_http___epth_sfm_gr_card_aspx_mid_1636_; ??????? ????? - ????? ????? - ????? ????????,  Marika Rombou-Levidi - Rena Loutzaki;greece;;;Music Library of Greece of The Friends of Music Society;03.04.1996;Diatonic, G mode - Diatonic, C mode Zonarádikos 2;;;;;Europeana Sounds;;;Pentalofos, Prefecture of Evros, ???? ?????????;Gikna (ritual hand-dyeing), Dance;Gikna;Interview;;spoken word
/2059206/data_sounds_http___epth_sfm_gr_card_aspx_mid_1639_; ??????? ????? - ????? ????? - ????? ????????,  Marika Rombou-Levidi - Rena Loutzaki;greece;;;Music Library of Greece of The Friends of Music Society;03.04.1996;"Pidihtos Zonarádikos A B A & apos; B & apos; Open circle with leader V forward and backward movement WReproduction This dance sample. Women say they & apos; when they want to run and if you want to get to the place & apos; .";;;;;Europeana Sounds;;;Courtyard Cafe, Pentalofos, Prefecture of Evros;Dance;pidihtos;Interview;;spoken word
/2059206/data_sounds_http___epth_sfm_gr_card_aspx_mid_1640_; Marika Rombou-Levidi - Rena Loutzaki,  ??????? ????? - ????? ????? - ????? ????????;greece;;;Music Library of Greece of The Friends of Music Society;03.04.1996;Diatonic, E mode Zonarádikos 2;;;;;Europeana Sounds;;;???? ?????????, Pentalofos, Prefecture of Evros;Dance;"P & apos; Lal & apos; Tosh";Interview;;spoken word
/2059206/data_sounds_http___epth_sfm_gr_card_aspx_mid_1642_; Marika Rombou-Levidi - Rena Loutzaki,  ??????? ????? - ????? ????? - ????? ????????;greece;;;Music Library of Greece of The Friends of Music Society;03.04.1996;Diatonic, G mode Zonarádikos 2;;;;;Europeana Sounds;;;???? ?????????, Pentalofos, Prefecture of Evros;Dance;"P & apos; Lal & apos; Tosh";Interview;;spoken word
/2059206/data_sounds_http___epth_sfm_gr_card_aspx_mid_1643_; ??????? ????? - ????? ????? - ????? ????????,  Marika Rombou-Levidi - Rena Loutzaki;greece;;;Music Library of Greece of The Friends of Music Society;03.04.1996;Diatonic, D mode Zonarádikos 6;;;;;Europeana Sounds;;;Pentalofos, Prefecture of Evros, ???? ?????????;Dance;"P & apos; Lal & apos; Tosh";Interview;;spoken word
/2059206/data_sounds_http___epth_sfm_gr_card_aspx_mid_1644_; Marika Rombou-Levidi - Rena Loutzaki,  ??????? ????? - ????? ????? - ????? ????????;greece;;;Music Library of Greece of The Friends of Music Society;03.04.1996;, C mode Synkathistós 9;;;;;Europeana Sounds;;;Pentalofos, Prefecture of Evros, ???? ?????????;Dance;Sygkathistos;Interview;;spoken word
/2059206/data_sounds_http___epth_sfm_gr_card_aspx_mid_1683_; Marika Rombou-Levidi - Rena Loutzaki,  ???????? ???? - ????? ????????? - ???????? ??????????;greece;;;Music Library of Greece of The Friends of Music Society;05.04.1996;Diatonic, D mode Zonarádikos 6;;;;;Europeana Sounds;;;Hall National Welfare Organization, Ormenio, Prefecture of Evros;Dance;Equal;Interview;;spoken word
/2059206/data_sounds_http___epth_sfm_gr_card_aspx_mid_1684_; Marika Rombou-Levidi - Rena Loutzaki,  ???????? ???? - ????? ?????????;greece;;;Music Library of Greece of The Friends of Music Society;05.04.1996;"Kasapikos Hassápikos A B Open circle with leader At the shoulders Festival Existing called dance and & apos; & apos ;. shirts";;;;;Europeana Sounds;;;Ormenio, Prefecture of Evros, Hall National Welfare Agency;Dance;;Interview;;spoken word
/2059206/data_sounds_http___epth_sfm_gr_card_aspx_mid_1685_; Marika Rombou-Levidi - Rena Loutzaki,  ???????? ???? - ????? ?????????;greece;;;Music Library of Greece of The Friends of Music Society;05.04.1996;Diatonic, G mode Karsilamás 9;;;;;Europeana Sounds;;;Ormenio, Prefecture of Evros, Hall National Welfare Agency;Dance;Karsilamas;Interview;;spoken word
/2059206/data_sounds_http___epth_sfm_gr_card_aspx_mid_1728_; ???????? ????????? - ??????? ?????? - ????? ????????,  Marika Rombou-Levidi;greece;;;Music Library of Greece of The Friends of Music Society;09.10.1996;Diatonic, D mode Hassápikos 2;;;;;Europeana Sounds;;;House Glykerias Memekidou, Kalithea, Prefecture of Rhodopi;Dance;Kasapikos;Interview;;spoken word
/2059206/data_sounds_http___epth_sfm_gr_card_aspx_mid_1729_; Marika Rombou-Levidi,  ???????? ????????? - ??????? ?????? - ????? ????????;greece;;;Music Library of Greece of The Friends of Music Society;09.10.1996;Diatonic, D mode Kónialis 2;;;;;Europeana Sounds;;;Kalithea, Prefecture of Rhodopi, House Glykerias Memekidou;Dance;Konialis;Interview;;spoken word
/2059206/data_sounds_http___epth_sfm_gr_card_aspx_mid_1730_; ???????? ????????? - ??????? ?????? - ????? ????????,  Marika Rombou-Levidi;greece;;;Music Library of Greece of The Friends of Music Society;09.10.1996;Chromatic, D mode Karsilamás 9;;;;;Europeana Sounds;;;House Glykerias Memekidou, Kalithea, Prefecture of Rhodopi;Dance,  Shaving the bridegroom;;Interview;;spoken word
/2059206/data_sounds_http___epth_sfm_gr_card_aspx_mid_1732_; ???????? ?????????,  Marika Rombou-Levidi;greece;;;Music Library of Greece of The Friends of Music Society;09.10.1996;Chromatic, D mode Karsilamás 9;;;;;Europeana Sounds;;;House Glykerias Memekidou, Kalithea, Prefecture of Rhodopi;Dance,  Shaving the bridegroom;Berbera;Interview;;spoken word
/2059206/data_sounds_http___epth_sfm_gr_card_aspx_mid_1733_; Marika Rombou-Levidi,  ???????? ?????????;greece;;;Music Library of Greece of The Friends of Music Society;09.10.1996;Chromatic, D mode Karsilamás 9;;;;;Europeana Sounds;;;Kalithea, Prefecture of Rhodopi, House Glykerias Memekidou;Dance;Karsilamas;Interview;;spoken word
/2059206/data_sounds_http___epth_sfm_gr_card_aspx_mid_1734_; ??????? ????????????? - ????? ????????? - ????? ????????????,  Marika Rombou-Levidi,  ??????? ?????????? (??????????) - ???????? ????????????? (???????);greece;;;Music Library of Greece of The Friends of Music Society;10.11.1996;Diatonic, D mode Zonarádikos 6;;;;;Europeana Sounds;;;Proskynites, Prefecture of Rhodopi, Stefanos Courtyard house and Tasoulas Papavasileiou;Dance;Zonaradikos Cesu;Interview;;spoken word
/2059206/data_sounds_http___epth_sfm_gr_card_aspx_mid_1736_; Marika Rombou-Levidi,  ??????? ????????????? - ????? ????????? - ????? ????????????,  ???????? ????????????? (???????);greece;;;Music Library of Greece of The Friends of Music Society;10.11.1996;Diatonic, G mode Syrtós synkathistós 7;;;;;Europeana Sounds;;;Proskynites, Prefecture of Rhodopi, Stefanos Courtyard house and Tasoulas Papavasileiou;Dance;Syrtos sygkathistos;Interview;;spoken word
/2059206/data_sounds_http___epth_sfm_gr_card_aspx_mid_1737_; ???????? ????????????? (???????),  ??????? ????????????? - ????? ??????????,  Marika Rombou-Levidi;greece;;;Music Library of Greece of The Friends of Music Society;10.11.1996;Chromatic, G mode - Diatonic, G mode Synkathistós 9;;;;;Europeana Sounds;;;Proskynites, Prefecture of Rhodopi, Stefanos Courtyard house and Tasoulas Papavasileiou;Dance;Ketseki or Kiotseki;Interview;;spoken word
/2059206/data_sounds_http___epth_sfm_gr_card_aspx_mid_1738_; ??????? ????????????? - ????? ?????????,  Marika Rombou-Levidi,  ??????? ?????????? (??????????) - ???????? ????????????? (???????);greece;;;Music Library of Greece of The Friends of Music Society;10.11.1996;Diatonic, G mode Baidouska 5;;;;;Europeana Sounds;;;Proskynites, Prefecture of Rhodopi, Stefanos Courtyard house and Tasoulas Papavasileiou;Dance;Baintouska;Interview;;spoken word
/2059206/data_sounds_http___epth_sfm_gr_card_aspx_mid_1740_; ??????? ?????????? (??????????) - ???????? ????????????? (???????),  ??????? ????????????? - ????? ?????????,  Marika Rombou-Levidi;greece;;;Music Library of Greece of The Friends of Music Society;10.11.1996;Diatonic, G mode Synkathistós 7;;;;;Europeana Sounds;;;Proskynites, Prefecture of Rhodopi, Stefanos Courtyard house and Tasoulas Papavasileiou;Dance;Ntaoultzidikos or shuttles;Interview;;spoken word
/2059206/data_sounds_http___epth_sfm_gr_card_aspx_mid_1741_; Marika Rombou-Levidi,  ??????? ????????????? - ????? ?????????,  ???????? ????????????? (???????);greece;;;Music Library of Greece of The Friends of Music Society;10.11.1996;Diatonic, G mode Podaráki 6;;;;;Europeana Sounds;;;Courtyard house Stephen and Tasoulas Papavasileiou, Proskynites, Prefecture of Rhodopi;Dance;Foot or Kavakliotiko or Troupalitsa;Interview;;spoken word
/2059206/data_sounds_http___epth_sfm_gr_card_aspx_mid_1742_; ??????? ?????????? (??????????) - ???????? ????????????? (???????),  Marika Rombou-Levidi,  ??????? ????????????? - ????? ?????????;greece;;;Music Library of Greece of The Friends of Music Society;10.11.1996;Diatonic, G mode Koukítsa 7;;;;;Europeana Sounds;;;Proskynites, Prefecture of Rhodopi, Stefanos Courtyard house and Tasoulas Papavasileiou;Dance;Koukitsa;Interview;;spoken word
/2059206/data_sounds_http___epth_sfm_gr_card_aspx_mid_1744_; Marika Rombou-Levidi,  ??????? ????????????? - ????? ????????? - ????? ??????????,  ??????? ?????????? (??????????) - ???????? ????????????? (???????);greece;;;Music Library of Greece of The Friends of Music Society;10.11.1996;Diatonic, G mode Zonarádikos 6;;;;;Europeana Sounds;;;Courtyard house Stephen and Tasoulas Papavasileiou, Proskynites, Prefecture of Rhodopi;Dance;Ntaoultzidikos;Interview;;spoken word
/2059206/data_sounds_http___epth_sfm_gr_card_aspx_mid_1745_; Marika Rombou-Levidi,  ??????? ????????????? - ????? ?????????,  ??????? ?????????? (??????????) - ???????? ????????????? (???????);greece;;;Music Library of Greece of The Friends of Music Society;10.11.1996;Diatonic, G mode Zonarádikos 6;;;;;Europeana Sounds;;;Courtyard house Stephen and Tasoulas Papavasileiou, Proskynites, Prefecture of Rhodopi;Dance;Zonaradikos;Interview;;spoken word
/2059206/data_sounds_http___epth_sfm_gr_card_aspx_mid_1750_; ???????? ?????,  ???????? ????? ??? ??? ????? ???????;greece;;;Music Library of Greece of The Friends of Music Society;13.05.1997;Dance song Solo  Diatonic, C mode Karsilamás 9;;;;;Europeana Sounds;;;House mother-Calliope Mantis, Neo Sidirochori, Prefecture of Rhodopi;Folk demotic, Dance song, Dance,  Trochaic, 15-syllable line, , Love;Walnut nuts;Interview;;spoken word
/2059206/data_sounds_http___epth_sfm_gr_card_aspx_mid_1753_; Rena Loutzaki,  ???????? ????? - ???????? ???? - ??????? ???????;greece;;;Music Library of Greece of The Friends of Music Society;13.05.1997;Dance song   Diatonic, D mode, Second chroa Zonarádikos 2;;;;;Europeana Sounds;;;Neo Sidirochori, Prefecture of Rhodopi, mother-House Kalliopi Mantis;Folk demotic,  Iambic, 8-syllable line, rhyming - Trochaic, 8-syllable line, rhyming, Dance, Love couplets, Dance song;Epses fell asleep;Interview;;spoken word
/2059206/data_sounds_http___epth_sfm_gr_card_aspx_mid_1754_; Rena Loutzaki,  ???????? ????? - ??????? ???????;greece;;;Music Library of Greece of The Friends of Music Society;13.05.1997;Diatonic, E mode Karsilamás 9;;;;;Europeana Sounds;;;House mother-Calliope Mantis, Neo Sidirochori, Prefecture of Rhodopi;Dance;Karsilamas;Interview;;spoken word
/2059206/data_sounds_http___epth_sfm_gr_card_aspx_mid_1755_; ???????? ????? - ???????? ???? - ??????? ???????,  Rena Loutzaki;greece;;;Music Library of Greece of The Friends of Music Society;13.05.1997;Dance song   Diatonic, D mode Baidouska 5;;;;;Europeana Sounds;;;House mother-Calliope Mantis, Neo Sidirochori, Prefecture of Rhodopi;Iambic, 10-syllable line, rhyming, Dance, Love, Folk demotic, Dance song;"Take & apos; TONE my daughter Turkish man";Interview;;spoken word
/2059206/data_sounds_http___epth_sfm_gr_card_aspx_mid_1757_; ???????? ????? - ???????? ???? - ??????? ???????,  Rena Loutzaki;greece;;;Music Library of Greece of The Friends of Music Society;13.05.1997;Diatonic, C mode Zonarádikos 2;;;;;Europeana Sounds;;;Neo Sidirochori, Prefecture of Rhodopi, mother-House Kalliopi Mantis;Dance;;Interview;;spoken word
/2059206/data_sounds_http___epth_sfm_gr_card_aspx_mid_1764_; Rena Loutzaki,  ???????? ????????????? (???????),  ??????? ????????????? - ????? ????? ????????;greece;;;Music Library of Greece of The Friends of Music Society;14.05.1997;Diatonic, G mode Synkathistós 7;;;;;Europeana Sounds;;;Proskynites, Prefecture of Rhodopi, Stefanos Courtyard house and Tasoulas Papavasileiou;Dance;Sygkathistos;Interview;;spoken word
/2059206/data_sounds_http___epth_sfm_gr_card_aspx_mid_1766_; ??????? ????????????? - ????? ???????? ????????,  ???????? ????????????? (???????),  Rena Loutzaki;greece;;;Music Library of Greece of The Friends of Music Society;14.05.1997;Chromatic, G mode - Diatonic, G mode Baidouska 5;;;;;Europeana Sounds;;;Courtyard house Stephen and Tasoulas Papavasileiou, Proskynites, Prefecture of Rhodopi;Dance;Baintouska;Interview;;spoken word
/2059206/data_sounds_http___epth_sfm_gr_card_aspx_mid_1769_; ??????? ????????????? - ????? ????????? - ????? ???????????? - ????? ?????????? - ????? ?????????,  Rena Loutzaki,  ??????? ????????????? - ????? ????? ????????;greece;;;Music Library of Greece of The Friends of Music Society;14.05.1997;Dance song   Diatonic, E mode Syrtós 7;;;;;Europeana Sounds;;;Proskynites, Prefecture of Rhodopi, Stefanos Courtyard house and Tasoulas Papavasileiou;Dance,  Iambic, 15-syllable line, , Folk demotic, Dance song, Narrative ballad;A daughter picking roses;Interview;;spoken word
