/2059210/data_sounds_https___api_soundcloud_com_tracks_41455846;;netherlands;;;Netherlands Institute for Sound and Vision;;General atmosphere in a forest with birds;wav;41455846;nl;;Europeana Sounds;;;geo:52.23113,5.14255;Own recordings, Hilversum, Corversbos;Forest with birds;Field recording, sound effect, track;;invironment
/2059210/data_sounds_https___api_soundcloud_com_tracks_41455912;;netherlands;;;Netherlands Institute for Sound and Vision;;Quiet buzz in the lunchroom of the Beehive;wav;41455912;nl;;Europeana Sounds;;;geo:52.07629,4.31207;private Recordings;Lunchroom Beehive;track, sound effect, Field recording;;invironment
/2059210/data_sounds_https___api_soundcloud_com_tracks_41456033;;netherlands;;;Netherlands Institute for Sound and Vision;;Quiet conversation (Dutch) people at a reception (interior);wav;41456033;nl;;Europeana Sounds;;;geo:52.23831,5.17117;radio play studio, Hilversum, Private Recordings;Talking of people at a reception;sound effect, Field recording, track;;invironment
/2059210/data_sounds_https___api_soundcloud_com_tracks_41456264;;netherlands;;;Netherlands Institute for Sound and Vision;;"Suburban, & apos; s late at night, with calm traffic, passing trains, voices and barking in the background";wav;41456264;nl;;Europeana Sounds;;;geo:52.23277,5.19829;private Recordings;Outskirts of town;Field recording, track, sound effect;;invironment
/2059210/data_sounds_https___api_soundcloud_com_tracks_41456377;;netherlands;;;Netherlands Institute for Sound and Vision;;Krasnapolsky Hotel: hotel reception with many international audience, telephone, telex and traffic in the background;wav;41456377;nl;;Europeana Sounds;;;geo:52.37271,4.89437;telex, Private Recordings;Reception of the Krasnapolsky Hotel;sound effect, Field recording, track;;invironment
/2059210/data_sounds_https___api_soundcloud_com_tracks_41456483;;netherlands;;;Netherlands Institute for Sound and Vision;;Krasnapolsky Hotel (Amsterdam): reception, little public hotel stairs and revolving door, restaurant and traffic in the background;wav;41456483;nl;;Europeana Sounds;;;geo:52.37271,4.89437;private Recordings;Reception of the Krasnapolsky Hotel;track, Field recording, sound effect;;invironment
/2059210/data_sounds_https___api_soundcloud_com_tracks_41456732;;netherlands;;;Netherlands Institute for Sound and Vision;;Diakonessenhuis corridor with quite busy traffic, voices of doctors and nurses, doors, buzzer, telephone, carts, appliances and rattling tableware;wav;41456732;nl;;Europeana Sounds;;;geo:52.21672,5.20206;private Recordings;General atmosphere in the Diakonessenhuis;Field recording, sound effect, track;;invironment
/2059210/data_sounds_https___api_soundcloud_com_tracks_41456829;;netherlands;;;Netherlands Institute for Sound and Vision;;Volkswagen: start it with horn, with echoes of buildings (exterior);wav;41456829;nl;;Europeana Sounds;;;geo:52.23986,5.16864;Hilversum, Private Recordings, NOS grounds;Volkswagen: start it with horn;sound effect, track, Field recording;;invironment
/2059210/data_sounds_https___api_soundcloud_com_tracks_41456842;;netherlands;;;Netherlands Institute for Sound and Vision;;Volkswagen: start it with horn, with echoes of buildings (exterior);wav;41456842;nl;;Europeana Sounds;;;geo:52.23986,5.16864;Own recordings, Hilversum, NOS grounds;Volkswagen: start it with horn;track, Field recording, sound effect;;invironment
/2059210/data_sounds_https___api_soundcloud_com_tracks_41456866;;netherlands;;;Netherlands Institute for Sound and Vision;;Volkswagen: start it with horn (exterior);wav;41456866;nl;;Europeana Sounds;;;geo:52.23986,5.16864;NOS grounds, Hilversum, Private Recordings;Volkswagen: start it with horn;Field recording, sound effect, track;;invironment
/2059210/data_sounds_https___api_soundcloud_com_tracks_41456879;;netherlands;;;Netherlands Institute for Sound and Vision;;Volkswagen: start it with horn (exterior);wav;41456879;nl;;Europeana Sounds;;;geo:52.23986,5.16864;Hilversum, NOS site, Own Recordings;Volkswagen: start it with horn;sound effect, Field recording, track;;invironment
/2059210/data_sounds_https___api_soundcloud_com_tracks_41456888;;netherlands;;;Netherlands Institute for Sound and Vision;;Volkswagen: start it with horn (exterior);wav;41456888;nl;;Europeana Sounds;;;geo:52.23986,5.16864;NOS site, Own Recordings, Hilversum;Volkswagen: start it with horn;sound effect, track, Field recording;;invironment
/2059210/data_sounds_https___api_soundcloud_com_tracks_41456901;;netherlands;;;Netherlands Institute for Sound and Vision;;Volkswagen: start it with horn, with echoes of buildings (exterior);wav;41456901;nl;;Europeana Sounds;;;geo:52.23986,5.16864;Own recordings, Hilversum, NOS grounds;Volkswagen: start it with horn;sound effect, Field recording, track;;invironment
/2059210/data_sounds_https___api_soundcloud_com_tracks_41456906;;netherlands;;;Netherlands Institute for Sound and Vision;;Volkswagen: start it with horn (exterior);wav;41456906;nl;;Europeana Sounds;;;geo:52.23986,5.16864;Own recordings, Hilversum, NOS grounds;Volkswagen: start it with horn;sound effect, Field recording, track;;invironment
/2059210/data_sounds_https___api_soundcloud_com_tracks_41456913;;netherlands;;;Netherlands Institute for Sound and Vision;;Volkswagen: arrive and stop horn (exterior);wav;41456913;nl;;Europeana Sounds;;;geo:52.23986,5.16864;NOS site, Own Recordings, Hilversum;Volkswagen: arrive and stop horn;sound effect, track, Field recording;;invironment
/2059210/data_sounds_https___api_soundcloud_com_tracks_41456918;;netherlands;;;Netherlands Institute for Sound and Vision;;Volkswagen: arrive and stop horn (exterior);wav;41456918;nl;;Europeana Sounds;;;geo:52.23986,5.16864;Hilversum, Private Recordings, NOS grounds;Volkswagen: arrive and stop horn;Field recording, track, sound effect;;invironment
/2059210/data_sounds_https___api_soundcloud_com_tracks_41456922;;netherlands;;;Netherlands Institute for Sound and Vision;;Volkswagen: arrive and stop horn (exterior);wav;41456922;nl;;Europeana Sounds;;;geo:52.23986,5.16864;Own recordings, NOS grounds, Hilversum;Volkswagen: arrive and stop horn;sound effect, Field recording, track;;invironment
/2059210/data_sounds_https___api_soundcloud_com_tracks_41456926;;netherlands;;;Netherlands Institute for Sound and Vision;;Volkswagen: arrive with horn and strong brakes (exterior);wav;41456926;nl;;Europeana Sounds;;;geo:52.23986,5.16864;Own recordings, NOS grounds, Hilversum;Volkswagen: arrive and stop horn;sound effect, track, Field recording;;invironment
/2059210/data_sounds_https___api_soundcloud_com_tracks_41456936;;netherlands;;;Netherlands Institute for Sound and Vision;;Volkswagen: starting off from garage, with horn (exterior);wav;41456936;nl;;Europeana Sounds;;;geo:52.23986,5.16864;NOS site, Own Recordings, Hilversum;Volkswagen: pulling away from garage with horn;track, Field recording, sound effect;;invironment
/2059210/data_sounds_https___api_soundcloud_com_tracks_41456942;;netherlands;;;Netherlands Institute for Sound and Vision;;Volkswagen: passing with horn (exterior);wav;41456942;nl;;Europeana Sounds;;;geo:52.23986,5.16864;Hilversum, NOS site, Own Recordings;Volkswagen: passing with horn;track, sound effect, Field recording;;invironment
/2059210/data_sounds_https___api_soundcloud_com_tracks_41456944;;netherlands;;;Netherlands Institute for Sound and Vision;;Volkswagen: passing with horn (exterior);wav;41456944;nl;;Europeana Sounds;;;geo:52.23986,5.16864;Own recordings, Hilversum, NOS grounds;Volkswagen: passing with horn;track, sound effect, Field recording;;invironment
/2059210/data_sounds_https___api_soundcloud_com_tracks_41457071;;netherlands;;;Netherlands Institute for Sound and Vision;;Opel Rekord: get in, start with high-speed driving through the city with a lot of braking and acceleration, engine off and exit (interior);wav;41457071;nl;;Europeana Sounds;;;geo:52.22936,5.16681;private Recordings;Opel Rekord: high-speed ride through the city;track, Field recording, sound effect;;invironment
/2059210/data_sounds_https___api_soundcloud_com_tracks_41457088;;netherlands;;;Netherlands Institute for Sound and Vision;;Opel Rekord: door open and close, starting and idling (interior);wav;41457088;nl;;Europeana Sounds;;;geo:52.22936,5.16681;private Recordings;Opel Rekord: door open and close, starting and idling;track, sound effect, Field recording;;invironment
/2059210/data_sounds_https___api_soundcloud_com_tracks_41741534;;netherlands;;;Netherlands Institute for Sound and Vision;;Opel Rekord: engine off and door opening and closing (interior);wav;41741534;nl;;Europeana Sounds;;;geo:52.22936,5.16681;private Recordings;Opel Rekord: engine off and open the door and close;sound effect, track, Field recording;;invironment
/2059210/data_sounds_https___api_soundcloud_com_tracks_41741666;;netherlands;;;Netherlands Institute for Sound and Vision;;Porsche: starting, driving on a circuit (three rounds) with vultures tires through the corners and gradual stop in the pits (interior);wav;41741666;nl;;Europeana Sounds;;;geo:52.38379,4.53473;private Recordings;Porsche: drive on a racetrack;sound effect, Field recording, track;;invironment
/2059210/data_sounds_https___api_soundcloud_com_tracks_41741693;;netherlands;;;Netherlands Institute for Sound and Vision;;The Carriage House Cafe: cheerful buzz of audience at the counter;wav;41741693;nl;;Europeana Sounds;;;geo:52.22917,5.1669;private Recordings;Public in the Carriage House Cafe;sound effect, track, Field recording;;invironment
/2059210/data_sounds_https___api_soundcloud_com_tracks_41741701;;netherlands;;;Netherlands Institute for Sound and Vision;;The Coach House bar with busy public transition from the bar to a quiet street with traffic;wav;41741701;nl;;Europeana Sounds;;;geo:52.22917,5.1669;private Recordings;Public in the Carriage House Cafe;sound effect, Field recording, track;;invironment
/2059210/data_sounds_https___api_soundcloud_com_tracks_41741734;;netherlands;;;Netherlands Institute for Sound and Vision;;Indoor pool Kapelstraat Hilversum: warning and evacuation of the bath;wav;41741734;nl;;Europeana Sounds;;;geo:52.22205,5.17675;private Recordings;Clearing a pool;Field recording, sound effect, track;;invironment
/2059210/data_sounds_https___api_soundcloud_com_tracks_41741749;;netherlands;;;Netherlands Institute for Sound and Vision;;Pool Kapelstraat: busy with school and some horn punches;wav;41741749;nl;;Europeana Sounds;;;geo:52.22205,5.17675;private Recordings;Schoolchildren in a pool;track, Field recording, sound effect;;invironment
/2059210/data_sounds_https___api_soundcloud_com_tracks_41741773;;netherlands;;;Netherlands Institute for Sound and Vision;;General atmosphere in pool Kapelstraat (Hilversum), with schoolchildren, jumping off the diving board and diving;wav;41741773;nl;;Europeana Sounds;;;geo:52.22205,5.17675;private Recordings;General atmosphere of a pool;track, sound effect, Field recording;;invironment
/2059210/data_sounds_https___api_soundcloud_com_tracks_41741877;;netherlands;;;Netherlands Institute for Sound and Vision;;Sportfondsenbad: jumping and diving in the pool;wav;41741877;nl;;Europeana Sounds;;;geo:52.26678,5.15605;private Recordings;Jumping and diving into a pool;sound effect, Field recording, track;;invironment
/2059210/data_sounds_https___api_soundcloud_com_tracks_41741926;;netherlands;;;Netherlands Institute for Sound and Vision;;Reformed Church Loenen: ringing of a bell with medium surrounding noise;wav;41741926;nl;;Europeana Sounds;;;geo:52.20905,5.02362;private Recordings;Ringing of a medium clock;track, sound effect, Field recording;;invironment
/2059210/data_sounds_https___api_soundcloud_com_tracks_41741979;;netherlands;;;Netherlands Institute for Sound and Vision;;Cessna Citation (twin engine): engine start, taxi, power boost, take off and fly (interior);wav;41741979;nl;;Europeana Sounds;;;geo:53.12413,6.58112;Yellowed, Private Recordings, airport;Cessna Citation;sound effect, Field recording, track;;invironment
/2059210/data_sounds_https___api_soundcloud_com_tracks_41742182;;netherlands;;;Netherlands Institute for Sound and Vision;;Cessna Citation (twin engine): fly, fall, land, taxi, open door and open door (interior);wav;41742182;nl;;Europeana Sounds;;;geo:53.12413,6.58112;Own recordings, airport, Eelde;Cessna Citation;sound effect, Field recording, track;;invironment
/2059210/data_sounds_https___api_soundcloud_com_tracks_41742288;;netherlands;;;Netherlands Institute for Sound and Vision;;The snow on the ice of two men walking;wav;41742288;nl;;Europeana Sounds;;;geo:52.21588,5.07387;private Recordings;By snow and ice run;Field recording, sound effect, track;;invironment
/2059210/data_sounds_https___api_soundcloud_com_tracks_41764723;;netherlands;;;Netherlands Institute for Sound and Vision;;The snow on the ice run of four men;wav;41764723;nl;;Europeana Sounds;;;geo:52.21588,5.07387;private Recordings;By snow and ice run;track, sound effect, Field recording;;invironment
/2059210/data_sounds_https___api_soundcloud_com_tracks_41767092;;netherlands;;;Netherlands Institute for Sound and Vision;;Icy wind on a snowy ice sheet;wav;41767092;nl;;Europeana Sounds;;;geo:52.21588,5.07387;private Recordings;Icy wind;Field recording, sound effect, track;;invironment
/2059210/data_sounds_https___api_soundcloud_com_tracks_41767212;;netherlands;;;Netherlands Institute for Sound and Vision;;Icy wind with snowfall over a snowy ice sheet;wav;41767212;nl;;Europeana Sounds;;;geo:52.21588,5.07387;private Recordings;Icy wind with snowfall;track, sound effect, Field recording;;invironment
/2059210/data_sounds_https___api_soundcloud_com_tracks_41767390;;netherlands;;;Netherlands Institute for Sound and Vision;;Running, sliding and stomping on a huge ice field, one and two persons;wav;41767390;nl;;Europeana Sounds;;;geo:52.21588,5.07387;private Recordings;Running, sliding and stomping on a huge ice sheet;Field recording, track, sound effect;;invironment
/2059210/data_sounds_https___api_soundcloud_com_tracks_41767866;;netherlands;;;Netherlands Institute for Sound and Vision;;Skating on a big open ice sheet, like the skater hear it yourself;wav;41767866;nl;;Europeana Sounds;;;geo:52.21588,5.07387;private Recordings;Skating on a large ice sheet;sound effect, track, Field recording;;invironment
/2059210/data_sounds_https___api_soundcloud_com_tracks_41768037;;netherlands;;;Netherlands Institute for Sound and Vision;;Market (Goes): walk along the market stalls;wav;41768037;nl;;Europeana Sounds;;;geo:51.50448,3.89033;private Recordings;Walk past stalls;track, sound effect, Field recording;;invironment
/2059210/data_sounds_https___api_soundcloud_com_tracks_41768244;;netherlands;;;Netherlands Institute for Sound and Vision;;"Mall with heavy traffic of pedestrians and car & apos; s, Goes";wav;41768244;nl;;Europeana Sounds;;;geo:51.50496,3.89147;private Recordings;Mall with heavy traffic;sound effect, Field recording, track;;invironment
/2059210/data_sounds_https___api_soundcloud_com_tracks_41768633;;netherlands;;;Netherlands Institute for Sound and Vision;;Sunday morning atmosphere: ringing of a bell (stilly) and soft calm traffic (Goes);wav;41768633;nl;;Europeana Sounds;;;geo:51.5029,3.89049;private Recordings;Ringing of a bell and quiet movement;Field recording, track, sound effect;;invironment
/2059210/data_sounds_https___api_soundcloud_com_tracks_41768837;;netherlands;;;Netherlands Institute for Sound and Vision;;Summer atmosphere in a large forest with lots of birds and rustling of tree leaves;wav;41768837;nl;;Europeana Sounds;;;geo:52.14429,5.79108;private Recordings;Summer atmosphere in a large forest;Field recording, track, sound effect;;invironment
/2059210/data_sounds_https___api_soundcloud_com_tracks_41769019;;netherlands;;;Netherlands Institute for Sound and Vision;;Rattle of cans, rinse, cattle corral and milking;wav;41769019;nl;;Europeana Sounds;;;geo:52.14429,5.79108;private Recordings;General atmosphere of a farm with cows;sound effect, Field recording, track;;invironment
/2059210/data_sounds_https___api_soundcloud_com_tracks_41769372;;netherlands;;;Netherlands Institute for Sound and Vision;;Hall of a post office, with murmur of public;wav;41769372;nl;;Europeana Sounds;;;geo:52.22389,5.17085;private Recordings;Hall of a post office;sound effect, track, Field recording;;invironment
/2059210/data_sounds_https___api_soundcloud_com_tracks_41769530;;netherlands;;;Netherlands Institute for Sound and Vision;;sorting mail;wav;41769530;nl;;Europeana Sounds;;;geo:52.22389,5.17085;private Recordings;sorting mail;track, sound effect, Field recording;;invironment
/2059210/data_sounds_https___api_soundcloud_com_tracks_41769628;;netherlands;;;Netherlands Institute for Sound and Vision;;"Town in the old days: heavy traffic of pedestrians, no cars & apos; s";wav;41769628;nl;;Europeana Sounds;;;geo:51.50496,3.89147;private Recordings;Old-city sounds;track, sound effect, Field recording;;invironment
/2059210/data_sounds_https___api_soundcloud_com_tracks_41769989;;netherlands;;;Netherlands Institute for Sound and Vision;;Dion-Bouton (1912): start, stationary and switch off the engine (interior);wav;41769989;nl;;Europeana Sounds;;;geo:52.22936,5.16681;Own recordings, Dion-Bouton;Dion-Bouton;Field recording, track, sound effect;;invironment
/2059210/data_sounds_https___api_soundcloud_com_tracks_41770227;;netherlands;;;Netherlands Institute for Sound and Vision;;Interior deserve, throwing furniture and throwing out, smash windows and doors (glass breaking);wav;41770227;nl;;Europeana Sounds;;;geo:52.36279,4.87981;Own recordings, Amsterdam, Vondelstraat;Riots and vandalism;track, sound effect, Field recording;;invironment
/2059210/data_sounds_https___api_soundcloud_com_tracks_41770426;;netherlands;;;Netherlands Institute for Sound and Vision;;smash windows, throw and destruction of inventory and shouting through rebellious, youthful rioters (interior);wav;41770426;nl;;Europeana Sounds;;;geo:52.36279,4.87981;private Recordings;Vandalism by young rioters;Field recording, sound effect, track;;invironment
/2059210/data_sounds_https___api_soundcloud_com_tracks_41770753;;netherlands;;;Netherlands Institute for Sound and Vision;;High school: noise of children in the classroom;wav;41770753;nl;;Europeana Sounds;;;;private Recordings;Buzz of children in the classroom;track, Field recording, sound effect;;invironment
/2059210/data_sounds_https___api_soundcloud_com_tracks_41770885;;netherlands;;;Netherlands Institute for Sound and Vision;;Soft buzz of public and voices of an orchestra, to eventual silence;wav;41770885;nl;;Europeana Sounds;;;geo:52.35587,4.87831;private Recordings;Soft buzz of public and voices of an orchestra;sound effect, Field recording, track;;invironment
/2059210/data_sounds_https___api_soundcloud_com_tracks_41771079;;netherlands;;;Netherlands Institute for Sound and Vision;;Start, ride with varying speed and stop, no horn, with occasional murmur of the mobile phone in the background (interior);wav;41771079;nl;;Europeana Sounds;;;geo:52.2442,5.12139;Own recordings, s-Graveland;Starting and driving a police car;Field recording, sound effect, track;;invironment
/2059210/data_sounds_https___api_soundcloud_com_tracks_41771520;;netherlands;;;Netherlands Institute for Sound and Vision;;Diesel Locomotive - Type 2400 (NS): stationary horn signal, start, operate and stop (interior) (railway yard in Amsterdam East);wav;41771520;nl;;Europeana Sounds;;;geo:52.35471,4.94629;private Recordings;This isocomote;track, sound effect, Field recording;;invironment
/2059210/data_sounds_https___api_soundcloud_com_tracks_41771728;;netherlands;;;Netherlands Institute for Sound and Vision;;Seinhuis: change levers, transmitter and buzzing of a relay (railway yard Amsterdam-east);wav;41771728;nl;;Europeana Sounds;;;geo:52.35471,4.94629;private Recordings;Seinhuis;sound effect, track, Field recording;;invironment
/2059210/data_sounds_https___api_soundcloud_com_tracks_41771939;;netherlands;;;Netherlands Institute for Sound and Vision;;Seinhuis: change levers, transmitter and buzzing of a relay to drive past, stop, start, and horn signal trains (railway yard Amsterdam-east);wav;41771939;nl;;Europeana Sounds;;;geo:52.35471,4.94629;private Recordings;Seinhuis;sound effect, Field recording, track;;invironment
/2059210/data_sounds_https___api_soundcloud_com_tracks_41772368;;netherlands;;;Netherlands Institute for Sound and Vision;;Garden with pigeon loft;wav;41772368;nl;;Europeana Sounds;;;geo:52.22917,5.1669;private Recordings;Garden with pigeon loft;track, Field recording, sound effect;;invironment
/2059210/data_sounds_https___api_soundcloud_com_tracks_41772541;;netherlands;;;Netherlands Institute for Sound and Vision;;Old wall clock: one to twelve layers hour, with half-hour battle;wav;41772541;nl;;Europeana Sounds;;;geo:52.22917,5.1669;private Recordings;Hour layers of an old wall clock;sound effect, track, Field recording;;invironment
/2059210/data_sounds_https___api_soundcloud_com_tracks_41772743;;netherlands;;;Netherlands Institute for Sound and Vision;;Kawasaki 1000: starting, stopping and idling;wav;41772743;nl;;Europeana Sounds;;;geo:52.23986,5.16864;Hilversum, NOS site, Own Recordings;Kawasaki 1000;track, sound effect, Field recording;;invironment
/2059210/data_sounds_https___api_soundcloud_com_tracks_41773173;;netherlands;;;Netherlands Institute for Sound and Vision;;Police: mobile phone reception;wav;41773173;nl;;Europeana Sounds;;;geo:52.22435,5.17796;private Recordings;Receiving a mobile phone;track, Field recording, sound effect;;invironment
/2059210/data_sounds_https___api_soundcloud_com_tracks_41773380;;netherlands;;;Netherlands Institute for Sound and Vision;;Police: mobile phone reception;wav;41773380;nl;;Europeana Sounds;;;geo:52.22435,5.17796;private Recordings;Receiving a mobile phone;track, Field recording, sound effect;;invironment
/2059210/data_sounds_https___api_soundcloud_com_tracks_41773600;;netherlands;;;Netherlands Institute for Sound and Vision;;Snoring of a man;wav;41773600;nl;;Europeana Sounds;;;geo:52.22917,5.1669;private Recordings;Snoring of a man;sound effect, track, Field recording;;invironment
/2059210/data_sounds_https___api_soundcloud_com_tracks_41774080;;netherlands;;;Netherlands Institute for Sound and Vision;;Injection engine, and start pumping until stopper (highly variable speed);wav;41774080;nl;;Europeana Sounds;;;geo:52.46,4.6502;private Recordings;Starting and pumping a motor syringe;track, Field recording, sound effect;;invironment
/2059210/data_sounds_https___api_soundcloud_com_tracks_41774205;;netherlands;;;Netherlands Institute for Sound and Vision;;Bicycle Tire inflation;wav;41774205;nl;;Europeana Sounds;;;geo:52.22917,5.1669;private Recordings;Pumping up a bicycle tire;track, Field recording, sound effect;;invironment
/2059210/data_sounds_https___api_soundcloud_com_tracks_41774400;;netherlands;;;Netherlands Institute for Sound and Vision;;"Injection engine (remote) starting and pumps, after 10 & apos; 00 and stop sound of firefighters in action";wav;41774400;nl;;Europeana Sounds;;;geo:52.46,4.6502;firefighters, Private Recordings;Starting and pumping a motor syringe;sound effect, Field recording, track;;invironment
/2059210/data_sounds_https___api_soundcloud_com_tracks_41774943;;netherlands;;;Netherlands Institute for Sound and Vision;;Dameskapsalon: blow-drying, washing, rinsing, talking, footsteps and sound of the cash register;wav;41774943;nl;;Europeana Sounds;;;geo:52.22917,5.1669;private Recordings;General atmosphere of a women's hair salon;track, Field recording, sound effect;;invironment
/2059210/data_sounds_https___api_soundcloud_com_tracks_41775129;;netherlands;;;Netherlands Institute for Sound and Vision;;Injection engine: difficult start, start, turn off, restart, catch on and pumps to stop (with sounds of firefighters);wav;41775129;nl;;Europeana Sounds;;;geo:52.46,4.6502;Own recordings, firefighters;Starting and pumping a motor syringe;sound effect, track, Field recording;;invironment
/2059210/data_sounds_https___api_soundcloud_com_tracks_41775337;;netherlands;;;Netherlands Institute for Sound and Vision;;Quiet rural setting (Zeeland) with rustle of wind, birds in low wood, crowing of a rooster and a dog barking in the background;wav;41775337;nl;;Europeana Sounds;;;geo:51.49403,3.84968;roosters, Private Recordings;General atmosphere peaceful rural setting;Field recording, track, sound effect;;invironment
/2059210/data_sounds_https___api_soundcloud_com_tracks_41775885;;netherlands;;;Netherlands Institute for Sound and Vision;;Sea: moderate swell with continuous fog horn signal in the background (recorded in New Zealand);wav;41775885;nl;;Europeana Sounds;;;geo:51.5506,3.40714;private Recordings;Medium Heavy waves at sea with fog horn signal;track, Field recording, sound effect;;invironment
/2059210/data_sounds_https___api_soundcloud_com_tracks_41776087;;netherlands;;;Netherlands Institute for Sound and Vision;;Thunder (useful as branding at the beach and on the high seas);wav;41776087;nl;;Europeana Sounds;;;geo:51.54201,3.43713;private Recordings;Surf at the beach;sound effect, Field recording, track;;invironment
/2059210/data_sounds_https___api_soundcloud_com_tracks_41776351;;netherlands;;;Netherlands Institute for Sound and Vision;;sailing at sea, skipping waves (interior);wav;41776351;nl;;Europeana Sounds;;;geo:51.5506,3.40714;private Recordings;Sea sailing;Field recording, sound effect, track;;invironment
/2059210/data_sounds_https___api_soundcloud_com_tracks_41776816;;netherlands;;;Netherlands Institute for Sound and Vision;;Computer in a computer;wav;41776816;nl;;Europeana Sounds;;;geo:52.23986,5.16864;Own recordings, Hilversum, NOS grounds;Computer in a computer;track, sound effect, Field recording;;invironment
/2059210/data_sounds_https___api_soundcloud_com_tracks_41777086;;netherlands;;;Netherlands Institute for Sound and Vision;;General attendance during class;wav;41777086;nl;;Europeana Sounds;;;geo:52.22917,5.1669;private Recordings;General atmosphere during class;sound effect, track, Field recording;;invironment
/2059210/data_sounds_https___api_soundcloud_com_tracks_41777325;;netherlands;;;Netherlands Institute for Sound and Vision;;"Electric train - NS Sprinter: horn signal, doors closing, leave, driving with varying speed, 9 & apos; 05 a bridge ride, slow down, stop and disembarking passengers (interior)";wav;41777325;nl;;Europeana Sounds;;;geo:52.38593,4.88314;private Recordings;Electrical NS sprinter;track, Field recording, sound effect;;invironment
